state,county,candidate,party,votes
Vermont,Goshen,Emily Peyton,TM,1
Vermont,Goshen,Erynn Whitney,IND,1
Vermont,Goshen,Wayne Billado,IND,0
Vermont,Goshen,Michael DeVost,IND,0
Vermont,Goshen, Write-ins,WRI,0
Vermont,Grafton,Phil Scott,REP,291
Vermont,Grafton,David Zuckerman,DEM,104
Vermont,Grafton,Kevin Hoyt,IND,7
Vermont,Grafton,Erynn Whitney,IND,4
Vermont,Grafton,Michael DeVost,IND,2
Vermont,Grafton,Emily Peyton,TM,2
Vermont,Grafton,Wayne Billado,IND,1
Vermont,Grafton,Charly Dickerson,UNA,0
Vermont,Grafton, Write-ins,WRI,0
Vermont,Granby,Phil Scott,REP,27
Vermont,Granby,David Zuckerman,DEM,13
Vermont,Granby,Wayne Billado,IND,1
Vermont,Granby,Michael DeVost,IND,1
Vermont,Granby,Emily Peyton,TM,1
Vermont,Granby,Charly Dickerson,UNA,0
Vermont,Granby,Kevin Hoyt,IND,0
Vermont,Granby,Erynn Whitney,IND,0
Vermont,Granby, Write-ins,WRI,0
Vermont,Bakersfield,Phil Scott,REP,539
Vermont,Bakersfield,David Zuckerman,DEM,128
Vermont,Bakersfield,Kevin Hoyt,IND,8
Vermont,Bakersfield,Emily Peyton,TM,8
Vermont,Bakersfield,Wayne Billado,IND,5
Vermont,Bakersfield, Write-ins,WRI,3
Vermont,Bakersfield,Charly Dickerson,UNA,2
Vermont,Bakersfield,Erynn Whitney,IND,2
Vermont,Bakersfield,Michael DeVost,IND,1
Vermont,Grand Isle,Phil Scott,REP,1109
Vermont,Grand Isle,David Zuckerman,DEM,254
Vermont,Grand Isle,Emily Peyton,TM,15
Vermont,Grand Isle,Wayne Billado,IND,9
Vermont,Grand Isle,Kevin Hoyt,IND,5
Vermont,Grand Isle,Erynn Whitney,IND,4
Vermont,Grand Isle,Michael DeVost,IND,2
Vermont,Grand Isle, Write-ins,WRI,2
Vermont,Grand Isle,Charly Dickerson,UNA,1
Vermont,Granville,Phil Scott,REP,106
Vermont,Granville,David Zuckerman,DEM,57
Vermont,Granville, Write-ins,WRI,1
Vermont,Granville,Wayne Billado,IND,0
Vermont,Granville,Michael DeVost,IND,0
Vermont,Granville,Charly Dickerson,UNA,0
Vermont,Granville,Kevin Hoyt,IND,0
Vermont,Granville,Emily Peyton,TM,0
Vermont,Granville,Erynn Whitney,IND,0
Vermont,Greensboro,Phil Scott,REP,312
Vermont,Greensboro,David Zuckerman,DEM,161
Vermont,Greensboro,Kevin Hoyt,IND,6
Vermont,Greensboro,Michael DeVost,IND,2
Vermont,Greensboro,Charly Dickerson,UNA,1
Vermont,Greensboro, Write-ins,WRI,1
Vermont,Greensboro,Wayne Billado,IND,0
Vermont,Greensboro,Emily Peyton,TM,0
Vermont,Greensboro,Erynn Whitney,IND,0
Vermont,Groton,Phil Scott,REP,411
Vermont,Groton,David Zuckerman,DEM,97
Vermont,Groton,Kevin Hoyt,IND,13
Vermont,Groton,Charly Dickerson,UNA,4
Vermont,Groton,Emily Peyton,TM,4
Vermont,Groton,Michael DeVost,IND,3
Vermont,Groton,Wayne Billado,IND,2
Vermont,Groton, Write-ins,WRI,2
Vermont,Groton,Erynn Whitney,IND,1
Vermont,Guildhall,Phil Scott,REP,130
Vermont,Guildhall,David Zuckerman,DEM,34
Vermont,Guildhall,Kevin Hoyt,IND,4
Vermont,Guildhall,Charly Dickerson,UNA,2
Vermont,Guildhall,Michael DeVost,IND,1
Vermont,Guildhall,Wayne Billado,IND,0
Vermont,Guildhall,Emily Peyton,TM,0
Vermont,Guildhall,Erynn Whitney,IND,0
Vermont,Guildhall, Write-ins,WRI,0
Vermont,Guilford,Phil Scott,REP,699
Vermont,Guilford,David Zuckerman,DEM,566
Vermont,Guilford,Emily Peyton,TM,26
Vermont,Guilford,Kevin Hoyt,IND,15
Vermont,Guilford,Wayne Billado,IND,8
Vermont,Guilford,Erynn Whitney,IND,7
Vermont,Guilford,Charly Dickerson,UNA,5
Vermont,Guilford, Write-ins,WRI,2
Vermont,Guilford,Michael DeVost,IND,0
Vermont,Halifax,Phil Scott,REP,280
Vermont,Halifax,David Zuckerman,DEM,157
Vermont,Halifax,Kevin Hoyt,IND,15
Vermont,Halifax,Emily Peyton,TM,15
Vermont,Halifax,Wayne Billado,IND,3
Vermont,Halifax, Write-ins,WRI,3
Vermont,Halifax,Michael DeVost,IND,2
Vermont,Halifax,Charly Dickerson,UNA,0
Vermont,Halifax,Erynn Whitney,IND,0
Vermont,Hancock,Phil Scott,REP,119
Vermont,Hancock,David Zuckerman,DEM,49
Vermont,Hancock,Kevin Hoyt,IND,1
Vermont,Hancock,Erynn Whitney,IND,1
Vermont,Hancock, Write-ins,WRI,1
Vermont,Hancock,Wayne Billado,IND,0
Vermont,Hancock,Michael DeVost,IND,0
Vermont,Hancock,Charly Dickerson,UNA,0
Vermont,Hancock,Emily Peyton,TM,0
Vermont,Hardwick,Phil Scott,REP,1108
Vermont,Hardwick,David Zuckerman,DEM,397
Vermont,Hardwick,Emily Peyton,TM,22
Vermont,Hardwick,Kevin Hoyt,IND,16
Vermont,Hardwick,Michael DeVost,IND,6
Vermont,Hardwick,Erynn Whitney,IND,5
Vermont,Hardwick,Wayne Billado,IND,4
Vermont,Hardwick, Write-ins,WRI,4
Vermont,Hardwick,Charly Dickerson,UNA,3
Vermont,Hartford,Phil Scott,REP,3966
Vermont,Hartford,David Zuckerman,DEM,1949
Vermont,Hartford,Kevin Hoyt,IND,65
Vermont,Hartford,Emily Peyton,TM,60
Vermont,Hartford,Erynn Whitney,IND,40
Vermont,Hartford,Michael DeVost,IND,30
Vermont,Hartford,Charly Dickerson,UNA,26
Vermont,Hartford, Write-ins,WRI,19
Vermont,Hartford,Wayne Billado,IND,18
Vermont,Baltimore,Phil Scott,REP,101
Vermont,Baltimore,David Zuckerman,DEM,28
Vermont,Baltimore, Write-ins,WRI,4
Vermont,Baltimore,Erynn Whitney,IND,2
Vermont,Baltimore,Michael DeVost,IND,1
Vermont,Baltimore,Charly Dickerson,UNA,1
Vermont,Baltimore,Kevin Hoyt,IND,1
Vermont,Baltimore,Emily Peyton,TM,1
Vermont,Baltimore,Wayne Billado,IND,0
Vermont,Hartland,Phil Scott,REP,1449
Vermont,Hartland,David Zuckerman,DEM,622
Vermont,Hartland,Kevin Hoyt,IND,24
Vermont,Hartland,Emily Peyton,TM,22
Vermont,Hartland,Charly Dickerson,UNA,19
Vermont,Hartland, Write-ins,WRI,12
Vermont,Hartland,Michael DeVost,IND,6
Vermont,Hartland,Erynn Whitney,IND,6
Vermont,Hartland,Wayne Billado,IND,2
Vermont,Highgate,Phil Scott,REP,1395
Vermont,Highgate,David Zuckerman,DEM,214
Vermont,Highgate,Wayne Billado,IND,40
Vermont,Highgate,Kevin Hoyt,IND,19
Vermont,Highgate,Emily Peyton,TM,19
Vermont,Highgate,Michael DeVost,IND,10
Vermont,Highgate,Erynn Whitney,IND,9
Vermont,Highgate, Write-ins,WRI,6
Vermont,Highgate,Charly Dickerson,UNA,5
Vermont,Hinesburg,Phil Scott,REP,2016
Vermont,Hinesburg,David Zuckerman,DEM,989
Vermont,Hinesburg, Write-ins,WRI,15
Vermont,Hinesburg,Kevin Hoyt,IND,12
Vermont,Hinesburg,Emily Peyton,TM,11
Vermont,Hinesburg,Erynn Whitney,IND,8
Vermont,Hinesburg,Wayne Billado,IND,6
Vermont,Hinesburg,Charly Dickerson,UNA,2
Vermont,Hinesburg,Michael DeVost,IND,1
Vermont,Holland,Phil Scott,REP,266
Vermont,Holland,David Zuckerman,DEM,52
Vermont,Holland,Michael DeVost,IND,14
Vermont,Holland,Kevin Hoyt,IND,7
Vermont,Holland,Erynn Whitney,IND,5
Vermont,Holland, Write-ins,WRI,3
Vermont,Holland,Charly Dickerson,UNA,2
Vermont,Holland,Wayne Billado,IND,1
Vermont,Holland,Emily Peyton,TM,1
Vermont,Hubbardton,Phil Scott,REP,314
Vermont,Hubbardton,David Zuckerman,DEM,91
Vermont,Hubbardton,Emily Peyton,TM,4
Vermont,Hubbardton,Michael DeVost,IND,3
Vermont,Hubbardton,Erynn Whitney,IND,3
Vermont,Hubbardton,Wayne Billado,IND,2
Vermont,Hubbardton,Kevin Hoyt,IND,2
Vermont,Hubbardton,Charly Dickerson,UNA,1
Vermont,Hubbardton, Write-ins,WRI,1
Vermont,Huntington,Phil Scott,REP,921
Vermont,Huntington,David Zuckerman,DEM,449
Vermont,Huntington,Emily Peyton,TM,12
Vermont,Huntington,Kevin Hoyt,IND,7
Vermont,Huntington, Write-ins,WRI,4
Vermont,Huntington,Charly Dickerson,UNA,3
Vermont,Huntington,Erynn Whitney,IND,3
Vermont,Huntington,Michael DeVost,IND,2
Vermont,Huntington,Wayne Billado,IND,1
Vermont,Hyde Park,Phil Scott,REP,1282
Vermont,Hyde Park,David Zuckerman,DEM,380
Vermont,Hyde Park, Write-ins,WRI,17
Vermont,Hyde Park,Emily Peyton,TM,16
Vermont,Hyde Park,Kevin Hoyt,IND,14
Vermont,Hyde Park,Michael DeVost,IND,8
Vermont,Hyde Park,Erynn Whitney,IND,6
Vermont,Hyde Park,Charly Dickerson,UNA,4
Vermont,Hyde Park,Wayne Billado,IND,2
Vermont,Ira,Phil Scott,REP,205
Vermont,Ira,David Zuckerman,DEM,45
Vermont,Ira,Emily Peyton,TM,4
Vermont,Ira,Kevin Hoyt,IND,3
Vermont,Ira,Charly Dickerson,UNA,1
Vermont,Ira,Wayne Billado,IND,0
Vermont,Ira,Michael DeVost,IND,0
Vermont,Ira,Erynn Whitney,IND,0
Vermont,Ira, Write-ins,WRI,0
Vermont,Irasburg,Phil Scott,REP,536
Vermont,Irasburg,David Zuckerman,DEM,78
Vermont,Irasburg,Kevin Hoyt,IND,15
Vermont,Irasburg, Write-ins,WRI,15
Vermont,Irasburg,Michael DeVost,IND,13
Vermont,Irasburg,Emily Peyton,TM,6
Vermont,Irasburg,Erynn Whitney,IND,2
Vermont,Irasburg,Wayne Billado,IND,0
Vermont,Irasburg,Charly Dickerson,UNA,0
Vermont,Isle La Motte,Phil Scott,REP,258
Vermont,Isle La Motte,David Zuckerman,DEM,76
Vermont,Isle La Motte,Emily Peyton,TM,4
Vermont,Isle La Motte,Wayne Billado,IND,3
Vermont,Isle La Motte,Kevin Hoyt,IND,3
Vermont,Isle La Motte,Michael DeVost,IND,2
Vermont,Isle La Motte,Erynn Whitney,IND,2
Vermont,Isle La Motte, Write-ins,WRI,1
Vermont,Isle La Motte,Charly Dickerson,UNA,0
Vermont,Barnard,Phil Scott,REP,447
Vermont,Barnard,David Zuckerman,DEM,198
Vermont,Barnard,Emily Peyton,TM,8
Vermont,Barnard,Erynn Whitney,IND,6
Vermont,Barnard, Write-ins,WRI,2
Vermont,Barnard,Wayne Billado,IND,1
Vermont,Barnard,Charly Dickerson,UNA,1
Vermont,Barnard,Kevin Hoyt,IND,1
Vermont,Barnard,Michael DeVost,IND,0
Washington,Adams County,Loren Culp,REP,2511
Washington,Adams County,Jay Inslee,DEM,962
Washington,Adams County, Write-ins,WRI,0
Washington,Asotin County,Loren Culp,REP,7563
Washington,Asotin County,Jay Inslee,DEM,4191
Washington,Benton County,Loren Culp,REP,63533
Washington,Benton County,Jay Inslee,DEM,35758
Washington,Chelan County,Loren Culp,REP,18409
Washington,Chelan County,Jay Inslee,DEM,14406
Washington,Chelan County, Write-ins,WRI,134
Washington,Clallam County,Jay Inslee,DEM,21713
Washington,Clallam County,Loren Culp,REP,20444
Washington,Clark County,Jay Inslee,DEM,131315
Washington,Clark County,Loren Culp,REP,121413
Washington,Columbia County,Loren Culp,REP,1758
Washington,Columbia County,Jay Inslee,DEM,629
Washington,Cowlitz County,Loren Culp,REP,36873
Washington,Cowlitz County,Jay Inslee,DEM,21797
Washington,Douglas County,Loren Culp,REP,12006
Washington,Douglas County,Jay Inslee,DEM,6218
Washington,Ferry County,Loren Culp,REP,2961
Washington,Ferry County,Jay Inslee,DEM,1325
Washington,Franklin County,Loren Culp,REP,18972
Washington,Franklin County,Jay Inslee,DEM,12305
Washington,Garfield County,Loren Culp,REP,1111
Washington,Garfield County,Jay Inslee,DEM,346
Washington,Grant County,Loren Culp,REP,17770
Washington,Grant County,Jay Inslee,DEM,7670
Washington,Grays Harbor County,Loren Culp,REP,20629
Washington,Grays Harbor County,Jay Inslee,DEM,15805
Washington,Island County,Jay Inslee,DEM,27472
Washington,Island County,Loren Culp,REP,24487
Washington,Jefferson County,Jay Inslee,DEM,15420
Washington,Jefferson County,Loren Culp,REP,6529
Washington,King County,Jay Inslee,DEM,866430
Washington,King County,Loren Culp,REP,296162
Washington,Kitsap County,Jay Inslee,DEM,85324
Washington,Kitsap County,Loren Culp,REP,66068
Washington,Kittitas County,Loren Culp,REP,12081
Washington,Kittitas County,Jay Inslee,DEM,8800
Washington,Klickitat County,Loren Culp,REP,6605
Washington,Klickitat County,Jay Inslee,DEM,4986
Washington,Lewis County,Loren Culp,REP,30917
Washington,Lewis County,Jay Inslee,DEM,13642
Washington,Lincoln County,Loren Culp,REP,5388
Washington,Lincoln County,Jay Inslee,DEM,1510
Washington,Mason County,Loren Culp,REP,20133
Washington,Mason County,Jay Inslee,DEM,16260
Washington,Okanogan County,Loren Culp,REP,6799
Washington,Okanogan County,Jay Inslee,DEM,5305
Washington,Pacific County,Loren Culp,REP,6598
Washington,Pacific County,Jay Inslee,DEM,6036
Washington,Pacific County, Write-ins,WRI,36
Washington,Pend Oreille County,Loren Culp,REP,5883
Washington,Pend Oreille County,Jay Inslee,DEM,2498
Washington,Pierce County,Jay Inslee,DEM,233851
Washington,Pierce County,Loren Culp,REP,216348
Washington,San Juan County,Jay Inslee,DEM,9115
Washington,San Juan County,Loren Culp,REP,3133
Washington,Skagit County,Jay Inslee,DEM,22199
Washington,Skagit County,Loren Culp,REP,16805
Washington,Skamania County,Loren Culp,REP,3906
Washington,Skamania County,Jay Inslee,DEM,2962
Washington,Snohomish County,Jay Inslee,DEM,234753
Washington,Snohomish County,Loren Culp,REP,179270
Washington,Spokane County,Loren Culp,REP,153790
Washington,Spokane County,Jay Inslee,DEM,127079
Washington,Stevens County,Loren Culp,REP,15324
Washington,Stevens County,Jay Inslee,DEM,6222
Washington,Thurston County,Jay Inslee,DEM,83593
Washington,Thurston County,Loren Culp,REP,60921
Washington,Wahkiakum County,Loren Culp,REP,1832
Washington,Wahkiakum County,Jay Inslee,DEM,1088
Washington,Walla Walla County,Loren Culp,REP,8755
Washington,Walla Walla County,Jay Inslee,DEM,8045
Washington,Walla Walla County, Write-ins,WRI,31
Washington,Whatcom County,Jay Inslee,DEM,80900
Washington,Whatcom County,Loren Culp,REP,54741
Washington,Whitman County,Jay Inslee,DEM,8502
Washington,Whitman County,Loren Culp,REP,7974
Washington,Yakima County,Loren Culp,REP,37189
Washington,Yakima County,Jay Inslee,DEM,27691
West Virginia,Barbour County,Jim Justice,REP,4761
West Virginia,Barbour County,Ben Salango,DEM,1398
West Virginia,Barbour County,Erika Kolenich,LIB,275
West Virginia,Barbour County,Danny Lutz,MNP,74
West Virginia,Berkeley County,Jim Justice,REP,27725
West Virginia,Berkeley County,Ben Salango,DEM,14304
West Virginia,Berkeley County,Danny Lutz,MNP,1901
West Virginia,Berkeley County,Erika Kolenich,LIB,1706
West Virginia,Boone County,Jim Justice,REP,5731
West Virginia,Boone County,Ben Salango,DEM,2813
West Virginia,Boone County, Write-ins,WRI,152
West Virginia,Boone County,Erika Kolenich,LIB,149
West Virginia,Boone County,Danny Lutz,MNP,92
West Virginia,Braxton County,Jim Justice,REP,3796
West Virginia,Braxton County,Ben Salango,DEM,1487
West Virginia,Braxton County,Erika Kolenich,LIB,181
West Virginia,Braxton County,Danny Lutz,MNP,66
West Virginia,Brooke County,Jim Justice,REP,6820
West Virginia,Brooke County,Ben Salango,DEM,2953
West Virginia,Brooke County,Erika Kolenich,LIB,433
West Virginia,Brooke County,Danny Lutz,MNP,165
West Virginia,Cabell County,Jim Justice,REP,20471
West Virginia,Cabell County,Ben Salango,DEM,13910
West Virginia,Cabell County,Erika Kolenich,LIB,900
West Virginia,Cabell County,Danny Lutz,MNP,357
West Virginia,Calhoun County,Jim Justice,REP,2128
West Virginia,Calhoun County,Ben Salango,DEM,622
West Virginia,Calhoun County,Erika Kolenich,LIB,76
West Virginia,Calhoun County,Danny Lutz,MNP,37
West Virginia,Clay County,Jim Justice,REP,2355
West Virginia,Clay County,Ben Salango,DEM,731
West Virginia,Clay County,Erika Kolenich,LIB,78
West Virginia,Clay County,Danny Lutz,MNP,36
West Virginia,Doddridge County,Jim Justice,REP,2307
West Virginia,Doddridge County,Ben Salango,DEM,467
West Virginia,Doddridge County,Erika Kolenich,LIB,108
West Virginia,Doddridge County,Danny Lutz,MNP,51
West Virginia,Fayette County,Jim Justice,REP,10020
West Virginia,Fayette County,Ben Salango,DEM,5559
West Virginia,Fayette County, Write-ins,WRI,477
West Virginia,Fayette County,Erika Kolenich,LIB,351
West Virginia,Fayette County,Danny Lutz,MNP,192
West Virginia,Gilmer County,Jim Justice,REP,1761
West Virginia,Gilmer County,Ben Salango,DEM,616
West Virginia,Gilmer County,Erika Kolenich,LIB,136
West Virginia,Gilmer County,Danny Lutz,MNP,45
West Virginia,Grant County,Jim Justice,REP,4294
West Virginia,Grant County,Ben Salango,DEM,608
West Virginia,Grant County,Erika Kolenich,LIB,136
West Virginia,Grant County,Danny Lutz,MNP,109
West Virginia,Greenbrier County,Jim Justice,REP,10947
West Virginia,Greenbrier County,Ben Salango,DEM,4035
West Virginia,Greenbrier County,Erika Kolenich,LIB,309
West Virginia,Greenbrier County, Write-ins,WRI,229
West Virginia,Greenbrier County,Danny Lutz,MNP,160
West Virginia,Hampshire County,Jim Justice,REP,6929
West Virginia,Hampshire County,Ben Salango,DEM,1812
West Virginia,Hampshire County, Write-ins,WRI,334
West Virginia,Hampshire County,Danny Lutz,MNP,283
West Virginia,Hampshire County,Erika Kolenich,LIB,257
West Virginia,Hancock County,Jim Justice,REP,8855
West Virginia,Hancock County,Ben Salango,DEM,3750
West Virginia,Hancock County,Erika Kolenich,LIB,426
West Virginia,Hancock County,Danny Lutz,MNP,198
West Virginia,Hancock County, Write-ins,WRI,102
West Virginia,Hardy County,Jim Justice,REP,4337
West Virginia,Hardy County,Ben Salango,DEM,1459
West Virginia,Hardy County,Erika Kolenich,LIB,159
West Virginia,Hardy County,Danny Lutz,MNP,125
West Virginia,Harrison County,Jim Justice,REP,18973
West Virginia,Harrison County,Ben Salango,DEM,8726
West Virginia,Harrison County,Erika Kolenich,LIB,1331
West Virginia,Harrison County, Write-ins,WRI,700
West Virginia,Harrison County,Danny Lutz,MNP,338
West Virginia,Jackson County,Jim Justice,REP,8873
West Virginia,Jackson County,Ben Salango,DEM,3404
West Virginia,Jackson County,Erika Kolenich,LIB,279
West Virginia,Jackson County,Danny Lutz,MNP,120
West Virginia,Jefferson County,Jim Justice,REP,13805
West Virginia,Jefferson County,Ben Salango,DEM,10302
West Virginia,Jefferson County,Danny Lutz,MNP,1520
West Virginia,Jefferson County,Erika Kolenich,LIB,667
West Virginia,Jefferson County, Write-ins,WRI,0
West Virginia,Kanawha County,Jim Justice,REP,41049
West Virginia,Kanawha County,Ben Salango,DEM,36864
West Virginia,Kanawha County,Erika Kolenich,LIB,1528
West Virginia,Kanawha County, Write-ins,WRI,1500
West Virginia,Kanawha County,Danny Lutz,MNP,550
West Virginia,Lewis County,Jim Justice,REP,5381
West Virginia,Lewis County,Ben Salango,DEM,1391
West Virginia,Lewis County,Erika Kolenich,LIB,443
West Virginia,Lewis County,Danny Lutz,MNP,76
West Virginia,Lincoln County,Jim Justice,REP,5228
West Virginia,Lincoln County,Ben Salango,DEM,2151
West Virginia,Lincoln County,Erika Kolenich,LIB,94
West Virginia,Lincoln County,Danny Lutz,MNP,52
West Virginia,Logan County,Jim Justice,REP,9408
West Virginia,Logan County,Ben Salango,DEM,3037
West Virginia,Logan County,Erika Kolenich,LIB,160
West Virginia,Logan County,Danny Lutz,MNP,95
West Virginia,McDowell County,Jim Justice,REP,4837
West Virginia,McDowell County,Ben Salango,DEM,1313
West Virginia,McDowell County,Erika Kolenich,LIB,54
West Virginia,McDowell County,Danny Lutz,MNP,42
West Virginia,Marion County,Jim Justice,REP,15182
West Virginia,Marion County,Ben Salango,DEM,8575
West Virginia,Marion County,Erika Kolenich,LIB,1121
West Virginia,Marion County,Danny Lutz,MNP,319
West Virginia,Marion County, Write-ins,WRI,291
West Virginia,Marshall County,Jim Justice,REP,9062
West Virginia,Marshall County,Ben Salango,DEM,3720
West Virginia,Marshall County,Erika Kolenich,LIB,430
West Virginia,Marshall County,Danny Lutz,MNP,185
West Virginia,Mason County,Jim Justice,REP,7460
West Virginia,Mason County,Ben Salango,DEM,2877
West Virginia,Mason County, Write-ins,WRI,317
West Virginia,Mason County,Erika Kolenich,LIB,261
West Virginia,Mason County,Danny Lutz,MNP,124
West Virginia,Mercer County,Jim Justice,REP,18286
West Virginia,Mercer County,Ben Salango,DEM,5027
West Virginia,Mercer County, Write-ins,WRI,703
West Virginia,Mercer County,Erika Kolenich,LIB,567
West Virginia,Mercer County,Danny Lutz,MNP,281
West Virginia,Mineral County,Jim Justice,REP,9407
West Virginia,Mineral County,Ben Salango,DEM,2342
West Virginia,Mineral County,Erika Kolenich,LIB,375
West Virginia,Mineral County,Danny Lutz,MNP,254
West Virginia,Mingo County,Jim Justice,REP,7436
West Virginia,Mingo County,Ben Salango,DEM,2011
West Virginia,Mingo County,Erika Kolenich,LIB,127
West Virginia,Mingo County,Danny Lutz,MNP,79
West Virginia,Monongalia County,Jim Justice,REP,19692
West Virginia,Monongalia County,Ben Salango,DEM,19270
West Virginia,Monongalia County,Erika Kolenich,LIB,1534
West Virginia,Monongalia County, Write-ins,WRI,463
West Virginia,Monongalia County,Danny Lutz,MNP,417
West Virginia,Monroe County,Jim Justice,REP,4707
West Virginia,Monroe County,Ben Salango,DEM,1272
West Virginia,Monroe County,Erika Kolenich,LIB,109
West Virginia,Monroe County,Danny Lutz,MNP,64
West Virginia,Morgan County,Jim Justice,REP,5633
West Virginia,Morgan County,Ben Salango,DEM,1796
West Virginia,Morgan County,Danny Lutz,MNP,292
West Virginia,Morgan County,Erika Kolenich,LIB,217
West Virginia,Nicholas County,Jim Justice,REP,7460
West Virginia,Nicholas County,Ben Salango,DEM,2396
West Virginia,Nicholas County, Write-ins,WRI,298
West Virginia,Nicholas County,Erika Kolenich,LIB,185
West Virginia,Nicholas County,Danny Lutz,MNP,101
West Virginia,Ohio County,Jim Justice,REP,11661
West Virginia,Ohio County,Ben Salango,DEM,6896
West Virginia,Ohio County,Erika Kolenich,LIB,707
West Virginia,Ohio County,Danny Lutz,MNP,170
West Virginia,Pendleton County,Jim Justice,REP,2550
West Virginia,Pendleton County,Ben Salango,DEM,767
West Virginia,Pendleton County,Erika Kolenich,LIB,95
West Virginia,Pendleton County,Danny Lutz,MNP,48
West Virginia,Pendleton County, Write-ins,WRI,17
West Virginia,Pleasants County,Jim Justice,REP,2582
West Virginia,Pleasants County,Ben Salango,DEM,660
West Virginia,Pleasants County,Erika Kolenich,LIB,79
West Virginia,Pleasants County,Danny Lutz,MNP,46
West Virginia,Pocahontas County,Jim Justice,REP,2718
West Virginia,Pocahontas County,Ben Salango,DEM,959
West Virginia,Pocahontas County,Erika Kolenich,LIB,96
West Virginia,Pocahontas County,Danny Lutz,MNP,51
West Virginia,Preston County,Jim Justice,REP,9978
West Virginia,Preston County,Ben Salango,DEM,3227
West Virginia,Preston County,Erika Kolenich,LIB,531
West Virginia,Preston County,Danny Lutz,MNP,210
West Virginia,Putnam County,Jim Justice,REP,17162
West Virginia,Putnam County,Ben Salango,DEM,8768
West Virginia,Putnam County, Write-ins,WRI,1420
West Virginia,Putnam County,Erika Kolenich,LIB,651
West Virginia,Putnam County,Danny Lutz,MNP,211
West Virginia,Raleigh County,Jim Justice,REP,21946
West Virginia,Raleigh County,Ben Salango,DEM,8787
West Virginia,Raleigh County,Erika Kolenich,LIB,599
West Virginia,Raleigh County, Write-ins,WRI,565
West Virginia,Raleigh County,Danny Lutz,MNP,294
West Virginia,Randolph County,Jim Justice,REP,7903
West Virginia,Randolph County,Ben Salango,DEM,3340
West Virginia,Randolph County,Erika Kolenich,LIB,367
West Virginia,Randolph County,Danny Lutz,MNP,81
West Virginia,Ritchie County,Jim Justice,REP,2584
West Virginia,Ritchie County,Ben Salango,DEM,558
West Virginia,Ritchie County,Erika Kolenich,LIB,93
West Virginia,Ritchie County,Danny Lutz,MNP,42
West Virginia,Roane County,Jim Justice,REP,3996
West Virginia,Roane County,Ben Salango,DEM,1467
West Virginia,Roane County,Erika Kolenich,LIB,130
West Virginia,Roane County,Danny Lutz,MNP,49
West Virginia,Summers County,Jim Justice,REP,3768
West Virginia,Summers County,Ben Salango,DEM,1497
West Virginia,Summers County,Erika Kolenich,LIB,98
West Virginia,Summers County, Write-ins,WRI,93
West Virginia,Summers County,Danny Lutz,MNP,58
West Virginia,Taylor County,Jim Justice,REP,5025
West Virginia,Taylor County,Ben Salango,DEM,1760
West Virginia,Taylor County,Erika Kolenich,LIB,294
West Virginia,Taylor County,Danny Lutz,MNP,67
West Virginia,Tucker County,Jim Justice,REP,2620
West Virginia,Tucker County,Ben Salango,DEM,940
West Virginia,Tucker County,Erika Kolenich,LIB,140
West Virginia,Tucker County,Danny Lutz,MNP,38
West Virginia,Tyler County,Jim Justice,REP,2714
West Virginia,Tyler County,Ben Salango,DEM,739
West Virginia,Tyler County,Erika Kolenich,LIB,212
West Virginia,Tyler County,Danny Lutz,MNP,58
West Virginia,Upshur County,Jim Justice,REP,6907
West Virginia,Upshur County,Ben Salango,DEM,1908
West Virginia,Upshur County,Erika Kolenich,LIB,985
West Virginia,Upshur County,Danny Lutz,MNP,70
West Virginia,Wayne County,Jim Justice,REP,10960
West Virginia,Wayne County,Ben Salango,DEM,4427
West Virginia,Wayne County, Write-ins,WRI,422
West Virginia,Wayne County,Erika Kolenich,LIB,393
West Virginia,Wayne County,Danny Lutz,MNP,149
West Virginia,Webster County,Jim Justice,REP,2531
